@relation Dataset

@attribute AdministracaoSistema REAL
@attribute Compra REAL
@attribute Venda REAL
@attribute Transferencia REAL
@attribute Estoque REAL
@attribute Financeiro REAL
@attribute Fiscal REAL
@attribute Relatorio REAL
@attribute SNGPC REAL
@attribute Integracao REAL
@attribute Client REAL
@attribute Crediario REAL
@attribute Ecommerce REAL
@attribute PBM REAL
@attribute Servidor REAL
@attribute Geral REAL
@attribute Pontuacao REAL
@attribute Classificação {verde,amarelo,vermelho}

@DATA
59,8,10,60,3,6,8,8,7,60,1,3,99,10,9,1,352,verde
7,4,7,90,1,5,2,60,9,60,7,5,60,4,6,9,336,verde
60,9,6,62,2,7,3,5,7,68,2,8,68,6,10,6,329,verde
61,1,6,57,5,9,6,1,5,67,8,6,70,8,6,2,318,verde
6,3,10,68,8,10,1,99,7,84,5,9,57,8,6,1,382,verde
99,2,6,55,7,6,7,7,6,85,4,6,61,1,7,4,363,verde
2,2,10,56,2,3,4,63,5,99,6,9,57,5,10,3,336,verde
68,1,3,57,6,10,7,3,5,61,6,2,59,1,10,4,303,verde
8,4,3,54,8,8,7,67,2,62,4,8,56,10,4,8,313,verde
68,2,4,71,4,5,3,5,3,63,4,2,55,6,10,5,310,verde
9,3,5,99,9,10,5,99,10,84,10,4,54,3,6,9,419,verde
57,8,10,90,4,2,1,8,6,85,9,10,90,9,8,8,405,verde
1,60,90,7,60,61,7,8,2,2,6,60,2,6,1,2,375,amarelo
8,61,2,1,59,10,99,2,4,8,8,99,5,6,6,10,388,amarelo
1,5,99,1,68,99,2,9,8,1,9,59,2,8,4,6,381,amarelo
1,68,3,6,5,60,61,4,8,7,5,61,2,7,3,3,304,amarelo
2,9,63,4,68,57,5,3,9,2,4,58,5,6,1,10,306,amarelo
5,85,2,2,99,2,66,5,7,7,5,68,1,10,6,6,376,amarelo
5,1,109,5,1,61,60,7,2,4,2,62,8,4,1,8,340,amarelo
10,68,2,5,60,99,5,1,7,4,9,63,6,4,2,8,353,amarelo
3,6,99,1,68,1,99,9,10,5,4,60,8,9,8,2,392,amarelo
2,59,6,7,5,60,61,10,6,5,7,99,8,8,8,7,358,amarelo
10,6,57,3,57,68,5,4,4,4,10,59,6,3,1,5,302,amarelo
10,59,7,6,2,99,62,6,8,8,10,57,10,3,10,6,363,amarelo
7,7,99,1,62,60,8,10,7,10,6,56,5,4,8,8,358,amarelo
7,61,5,2,10,99,68,1,2,1,7,55,5,1,6,9,339,amarelo
1,4,60,5,67,60,5,10,4,8,10,61,6,3,10,9,323,amarelo
3,57,2,4,60,10,60,4,7,9,10,60,10,7,8,8,319,amarelo
3,1,2,7,6,4,8,4,6,2,60,6,5,60,99,59,332,vermelho
2,8,7,1,9,9,2,7,6,8,61,4,3,84,61,99,371,vermelho
5,6,6,8,2,9,3,4,9,6,99,7,4,85,62,57,372,vermelho
10,10,4,4,6,6,4,9,3,3,84,1,6,86,63,60,359,vermelho
2,8,3,4,7,8,3,5,4,3,59,6,1,67,84,61,325,vermelho
8,1,1,5,4,10,1,9,10,4,57,5,3,99,85,62,364,vermelho
3,4,1,6,10,4,2,8,9,10,56,10,2,59,99,63,346,vermelho
9,4,5,9,5,6,2,9,10,1,61,9,10,57,59,84,340,vermelho
1,3,8,4,9,6,2,9,5,9,62,3,9,56,57,61,304,vermelho
7,5,6,2,7,7,7,4,3,9,63,3,4,60,56,99,342,vermelho
8,4,4,3,5,5,7,9,10,10,60,5,9,63,61,59,322,vermelho
10,7,3,3,9,9,7,9,8,5,68,4,7,84,60,57,350,vermelho
1,3,9,10,2,4,5,3,3,2,57,3,9,60,62,60,293,vermelho
9,5,10,8,5,10,4,7,3,7,59,8,4,61,63,62,325,vermelho
6,2,10,4,5,4,8,6,8,5,84,6,9,62,84,63,366,vermelho
8,3,9,9,10,9,5,6,1,3,85,2,4,63,85,84,386,vermelho
59,7,4,60,1,8,9,2,8,60,2,5,99,5,9,9,347,verde
6,10,8,90,10,8,2,60,6,60,10,7,60,6,6,10,359,verde
60,8,2,62,1,2,4,10,1,68,9,8,68,4,9,8,324,verde
61,8,6,57,8,9,9,4,3,67,4,10,70,8,9,5,338,verde
10,8,6,68,9,4,9,99,2,84,10,8,57,1,6,5,386,verde
99,8,7,55,10,1,4,2,1,85,8,2,61,8,1,6,358,verde
7,6,2,56,2,9,6,63,5,99,5,7,57,6,6,6,342,verde
68,10,2,57,4,10,5,4,7,61,1,5,59,7,4,8,312,verde
2,9,10,54,6,4,10,67,3,62,10,1,56,4,1,2,301,verde
68,1,1,71,2,6,9,6,2,63,6,7,55,4,10,1,312,verde
10,9,3,99,4,9,6,99,9,84,2,9,54,1,9,4,411,verde
57,9,8,90,8,3,1,8,1,85,9,10,90,1,2,10,392,verde
5,60,90,5,60,61,7,3,9,8,4,60,2,7,4,10,395,amarelo
6,61,7,10,59,5,99,6,10,5,8,99,3,10,3,3,394,amarelo
8,2,99,6,68,99,5,8,10,2,1,59,3,7,9,10,396,amarelo
4,68,8,7,8,60,61,9,5,7,3,61,7,2,4,4,318,amarelo
1,1,63,4,68,57,6,6,9,3,7,58,3,5,10,3,304,amarelo
7,85,9,9,99,9,66,1,10,8,7,68,5,4,4,7,398,amarelo
7,7,109,1,1,61,60,3,10,9,6,62,5,10,4,7,362,amarelo
9,68,8,2,60,99,4,6,8,9,5,63,7,4,8,2,362,amarelo
8,9,99,3,68,9,99,10,1,7,9,60,2,2,4,10,400,amarelo
4,59,7,5,6,60,61,1,9,4,2,99,4,3,5,8,337,amarelo
2,9,57,3,57,68,9,5,9,9,8,59,3,4,9,9,320,amarelo
2,59,7,5,3,99,62,1,7,7,4,57,10,1,4,6,334,amarelo
8,3,99,1,62,60,5,2,1,6,10,56,9,10,2,8,342,amarelo
1,61,5,6,3,99,68,2,6,2,10,55,5,8,1,3,335,amarelo
7,4,60,10,67,60,7,1,8,8,2,61,10,3,3,8,319,amarelo
8,57,7,4,60,4,60,8,10,2,8,60,1,7,2,2,300,amarelo
5,10,8,2,8,5,7,7,6,7,60,5,1,60,99,59,349,vermelho
7,2,5,2,6,2,8,7,5,2,61,10,3,84,61,99,364,vermelho
7,3,7,6,10,10,8,1,1,1,99,10,5,85,62,57,372,vermelho
1,6,4,10,6,3,4,9,5,2,84,7,7,86,63,60,357,vermelho
10,6,5,2,1,10,2,2,7,3,59,7,4,67,84,61,330,vermelho
5,1,9,5,6,4,7,5,10,5,57,9,7,99,85,62,376,vermelho
7,8,5,6,4,4,7,7,3,6,56,4,1,59,99,63,339,vermelho
4,9,1,4,9,1,2,1,7,10,61,10,9,57,59,84,328,vermelho
7,8,6,8,8,8,1,6,7,7,62,4,9,56,57,61,315,vermelho
5,3,2,1,6,1,4,4,4,7,63,3,1,60,56,99,319,vermelho
4,1,9,3,8,2,9,5,8,6,60,7,2,63,61,59,307,vermelho
5,3,2,5,8,9,4,9,4,1,68,5,1,84,60,57,325,vermelho
10,8,4,10,4,1,5,3,5,2,57,10,1,60,62,60,302,vermelho
8,3,2,9,10,2,4,8,2,2,59,2,7,61,63,62,304,vermelho
6,3,10,10,5,5,8,6,2,3,84,3,5,62,84,63,359,vermelho
8,9,7,7,8,7,9,4,8,8,85,7,2,63,85,84,401,vermelho
